,ID,Reference,SearchKeyword,PageTitle
1363,1048,満月（まんげつ、英語：full moon）とは、月と太陽の黄経差が180度となること、あるいはその瞬間。これを望（ぼう）ともいう。またこの時に見られる月の形をも指す。,満月,満月
1364,1048,月相は、地球（通常、地上ではなく中心で考える）から見た月と太陽のなす角度によって決まる。これは主に月の公転によって変化するが、月が地球の周囲を1回公転する間に地球も太陽の周囲を公転軌道の約12分の1だけ公転する。,,月相
1365,1048,したがって月相の周期は月の公転周期である約27.32日よりも長く、平均朔望月（朔から次の朔までの期間の平均、すなわち月相の周期と同義）の約29.53日である。,,月相
1366,1048,朔望月（さくぼうげつ、英: synodic month）は、月の満ち欠けの1周期である[1]。特に、朔（新月）から次の朔、あるいは望（満月）から次の望までの期間を呼ぶ。,,朔望月
1367,1049,四季（しき）は、四つの季節（春・夏・秋・冬）のこと。世界中の温暖大陸性気候、温暖海洋性気候、季風気候の多くの国々で存在している自然現象の一つ。,四季,四季
1368,1049,中緯度にある温帯や冷帯では、1年の中の気温の変化域が生物活動の変化と対応している部分が多いため、季節変化が感じられやすい。四季が顕著ではっきりと区別できるのは、中緯度にあって、かつ気団の勢力変化が大きい地域（おもに内陸や大陸辺縁部）である。,四季,四季
1369,1049,日照角度とは太陽光が地表に照射する角度のことである。同一の光量の場合、照射角が90°に近いほど面積あたりの受光量は大きくなる。つまり太陽が高く昇るときほど地表は強く暖められる。また、地軸の傾きは日照時間も変化させる。夏至には昼間の時間が最大に、冬至には最小になり、その差は高緯度ほど大きくなる。,四季,四季
1370,1049,中緯度にある温帯や冷帯では、1年の中の気温の変化域が生物活動の変化と対応している部分が多いため、季節変化が感じられやすい。,四季,四季
1371,1049,例えば、日本は概ね北緯25度から45度に位置し、小笠原気団（夏）、シベリア気団（冬）、オホーツク海気団（梅雨）、揚子江気団（春・秋）という複数の気団の影響を受ける。,四季,四季
1372,1051,海水淡水化（かいすいたんすいか）とは、海水を処理して淡水（真水）を作り出すこと、及びその設備を指す[1]。,,海水淡水化
1373,1051,海水を熱して蒸発（フラッシュ）させ、再び冷やして真水にする、つまり海水を蒸留して淡水を作り出す方式である。熱効率をよくするため減圧蒸留されている。,,海水淡水化
1374,1051,実用化されている海水淡水化方式としては、多段フラッシュ・逆浸透法の2方式が主である。,,海水淡水化
1375,1051,海水に圧力をかけて逆浸透膜（RO膜、Reverse Osmosis Membrane）と呼ばれる濾過膜の一種に通し、海水の塩分を濃縮して捨て、淡水を漉し出す方式である。フラッシュ法よりエネルギー効率に優れている反面、RO膜が海水中の微生物や析出物で目詰まりしないよう入念に前処理する必要があること、整備にコストがかかること等の難点がある。,,海水淡水化
1376,1053,広義の血液型とは、血液にみられる遺伝形質の個体差によって、さまざまに区別される遺伝的多型、あるいはその分類様式をいう[1]。当初、血液型は赤血球を対象として研究されたが、近年、それ以外の各種血液成分についても多型性のあることが確認されるようになった[1]。,血液型,血液型
1377,1053,抗原は数百種類が知られており、その組み合せによって決まる血液型は膨大な数（数兆通り以上という説もあり）になる。,血液型,血液型
1378,1054,人体における水分量は年齢・性別によって異なり、新生児で約80 %、成人で60 %前後、高齢者は50 %台となる。また女性は男性に比べて体内の脂肪分が多い関係で水分量は同年代の男性に比べてやや少ない[9]。,水,水
1379,1054,そして「その人体の水のうち45 %までが、細胞内に封じ込められた水で、残り15 %が血液・リンパ液など細胞の外にある水[10]」と言われている。この細胞内液、細胞外液の両者を総称して体液と呼ぶ。この体液が生命の維持、活動に重要な役割を果たす。,水,水
1380,1055,世界一大きい哺乳類 → シロナガスクジラ。,生物,生物に関する世界一の一覧
1381,1055,"模式標本の産地（基準産地・タイプ産地・模式産地）はフォース湾であった[4]。
熱帯から寒帯にかけての沿岸や外洋域に分布し、多くの場合は季節的な回遊を行う[5]",,シロナガスクジラ
1382,1055,その際、夏はオキアミ等が豊富な寒帯や極海の積氷の間際まで回遊し、冬には温帯から熱帯にかけての範囲で繁殖を行う。,,シロナガスクジラ
1383,1055,"形態
体長20 - 26メートル[6]。最大確認体長は29.9メートルまたは30.5メートル[21]、最大全長33.6メートル[6]、体重80 - 199トン（全長27.6メートル）に達し、現生の脊椎動物における最大種である[6]。",,シロナガスクジラ
1384,1056,総務省消防庁のガイドラインによれば「心肺蘇生法においては、胸骨圧迫をまず行う」。その後、「救助者が人工呼吸の訓練を受けており、それを行う技術と意思がある場合」は気道確保し、呼吸の補助方法である人工呼吸も行う」ことと記述されている[8][9]。,人工呼吸,人工呼吸
1385,1056,血液や嘔吐物などにより感染の危険がある場合、人工呼吸を行わず、胸骨圧迫を続ける[10]。,人工呼吸,人工呼吸
1386,1056,人工呼吸用マウスピース等を使用しなくても感染危険は極めて低いといわれているが、感染防止の観点から、人工呼吸用マウスピース・マスク等を使用したほうがより安全とされている[10]。,人工呼吸,人工呼吸
1387,1057,広辞苑の説明の1番目のものから解説すると、石というのは、岩より小さく、砂よりも大きい、鉱物質のかたまりのことである[1]。 何らかの原因で岩が割れていくらか小さくなったものである。,石,石
1388,1057,岩石（がんせき[1]）とは、世間一般には、岩や石のこと[2]。石の巨大なもの、特に無加工で表面がごつごつしたものを岩（いわ）と呼び、巌[注 1]、磐とも書く[4]。,,岩石
1389,1057,学術的には、自然的原因による起源をもつ[5]、数種あるいは一種類の鉱物や準鉱物（火山ガラスなど）の集合体を指す[6][7][8]。,,岩石
1390,1058,温熱熱傷の1つ。皮膚表面に赤紫色の網目状の模様を呈することから大理石様皮斑とも呼ばれる[6][注釈 1]。低温やけど、ひだこ、ナモミ[注釈 2]などの別称がある。,やけど,熱傷
1391,1058,低温熱源に長時間直接接触、あるいは輻射熱により皮膚表面に近い表在性血管が持続的に拡張によって発症し、発症までの時間は接触部の温度が44℃だと約6 - 10時間で受傷するが、熱源がより高温になるに従い短時間でも受傷する。,やけど,熱傷
1392,1059,リモコンは、リモートコントロール (英: remote control) の略である。,リモコン,リモコン
1393,1059,「リモコン」という略語は和製英語であり、英語としては通じない。英語ではremote controlといい、「遠隔操作」と「遠隔操作機器」の両方の意味で用いられる。,リモコン,リモコン
1394,1059,日本の家庭内で「リモコン」と略されているのは、リモートコントロール（遠隔操作）のことで、特に家電製品のそれであり、技術に詳しくない人が意識しているのは遠隔操作するための指令を送るための小型装置のことである。,リモコン,リモコン
1395,1062,"ドライアイスは以下のような工程で製造される[4][5][6]。
""製油所の精製過程、アンモニア (NH3)の製造過程、ビール工場等の発酵過程などで出る、副産物としての気体の二酸化炭素（炭酸ガス）を用意し、洗浄塔で精製する。
その気体の二酸化炭素を、加圧圧縮した後に冷却して液化させる。
その液体の二酸化炭素を急速に大気圧力にすると、気化熱が奪われることにより自身の温度が凝固点を下回る。このことを利用して粉末状の固体にする。
その固体をプレス機で成形して製品にする。",ドライアイス,ドライアイス
1396,1063,パネルディスカッション（英: panel discussion）とは、討論形式の一つ。掲げられた議題について、精選された有識者たちが異なる意見を表明しながら討論を進める催し物である[1],パネルディスカッション,パネルディスカッション
1397,1063,"それぞれの討論者が順番に意見を述べ、その後にお互いに議論を行い、会場の観覧者たちからの質問にも応じるといった形式が一般的である。
パネルディスカッションの討論に加わる者をパネリスト（またはパネラー）という（英: panel は「識者」の意）。分野によっては、指定討論者とも呼ばれる。
そして討論をまとめる司会役（まとめ役）をコーディネーターやファシリテーター[1]、あるいはモデレーターとも呼ぶ[2]。
時間配分や話をまとめる都合上、パネリストは5人前後が適切と考えられている。パネリストの人選も重要であり、同じ意見の人物を集めてもあまり意味がなく、互いに別の観点から考察できる人物を選ぶ必要がある。コーディネーター（ファシリテーター）はパネリストたちの意見の共通点を探ったり、彼らから出された問題点や打開策に注目しながら議論を進行する[1]。
",パネルディスカッション,パネルディスカッション
1398,1064,欧州連合（おうしゅうれんごう、略称：EU、UE; 英: European Union、仏: L'Union européenne、独: Europäische Union）は、ヨーロッパを中心に27か国が加盟する国家連合である[1][2][3][4]。,欧州連合,欧州連合
1399,1064,EUは、加盟国が一体となって行動することに同意した場合にのみ、これらの事項についてすべての加盟国に適用される標準化された法制度を通じて、域内単一市場を発展させてきた。EUの政策は、域内市場における人、物、サービスおよび資本の自由な移動を確保し[5]、司法および内政に関する法律を制定し、貿易[6]、農業[7]、漁業および地域開発に関する共通政策を維持することを目的としている[8]。,欧州連合,欧州連合
1400,1066,"地合い
白黒双方の地のバランスのこと。「地合いが足りない」「地合い勝負」などというように使う。
",,地 (囲碁)
1401,1066,囲碁において地（じ）とは、白黒双方の対局者が自分の生きた石だけで囲い込んだ空間のことを指す。,,地 (囲碁)
1402,1066,囲碁は地を大きく囲んだ方が勝ちとなるゲームなので、極めて重要な概念である。,,地 (囲碁)
1403,1068,金融市場（きんゆうしじょう、英: financial market）とは、資金の貸借取引が行われる場、あるいは資金需給が調整される場（市場）ないし過程のことをいい、金利はそこに成立する価格のことをいう。この場合、資金の貸借取引の範囲ないし資金の性格いかんによって、金融市場の意味も広狭さまざまに理解される。,金融市場,金融市場
1404,1068,最広義の金融市場は、国民経済における金融的な資金の流れの全体をさすことになる。それは、種々の個別市場ないし部分市場から構成され、それに応じて種々の金利が形成される。,金融市場,金融市場
1405,1074,なお、主要国首脳会議（G7サミット）を単に「サミット」と表す場合があるが、英語でSummitは首脳会議のことを意味するため、必ずしも適切ではない。,サミット,主要国首脳会議
1406,1074,主要国首脳会議（しゅようこくしゅのうかいぎ）もしくは先進国首脳会議（せんしんこくしゅのうかいぎ）は、7か国による国際会議である。,サミット,主要国首脳会議
1407,1074,日本、アメリカ、カナダ、フランス、イギリス、ドイツ、イタリア及びEUで構成され[注釈 1]、[1][2][3][4]メンバーは世界最大の国際通貨基金（IMF）の先進国であり、“最も裕福な自由民主主義国であり、グループは多元主義と代議制政府という共通の価値観に基づいて公式に組織されている”（IMF談）[5][6]。,サミット,主要国首脳会議
1408,1074,法的・制度的な基盤を持たないものの、国際的に大きな影響力を持っている[10][11]と考えられており、HIV/AIDS対策、途上国への資金援助、2015年のパリ協定による気候変動[12]への対応など、いくつかの主要な世界的取り組みのきっかけとなったり、先導したりしている[13][14][15][16][17]。,サミット,主要国首脳会議
1409,1080,神経質（しんけいしつ、英:nervousness）とは、精神医学の概念で、普通神経質といわれる不眠、めまい、頭痛、脱力感、注意散漫、取越し苦労などを主症状とするものと、強迫神経症である対人恐怖、不潔恐怖、疾病恐怖、尖鋭恐怖、広場恐怖など、さらに不安、心悸亢進、呼吸困難などを発作的に繰り返す発作性神経症（パニック障害）の3つのタイプがあり、日本では精神科医の森田正馬が研究、提唱した。また世間で一般的に使用されるのは、情緒不安定や些細なことを気にする性格や、取り越し苦労をしやすい気質（神経質傾向＝ヒポコンドリー性基調）をさす場合が多い[1],神経質,神経質
1410,1082,修正（しゅうせい）とは、一般に誤りを正す事。また、その手段。また、議案について、原案に変更を加えて議決することをさす。,修正,修正
1411,1082,"文法の誤りを直すことを「校正」、スピーチや作文などの文章をよりよく編集する事を「添削」もしくは「推敲」、法律や憲法の条文を見直すことを「改正」と呼ぶ。
出版物が初版の誤りを正して再発行された物を改訂版、修訂版という。",修正,修正
1412,1084,"循環（じゅんかん、circulation, cycle）とは、
ひとまわりして元の場所や状態に帰り、それを繰り返すこと[1]。同じ過程を繰り返したり、同じ経路を繰り返し通ったりする様のこと。
血液循環の略称[1]。",循環,循環
1413,1084,"循環とは、ひとまわりして元の場所や状態に帰る、ということを繰り返すことである。またそうしたひとまわりすると元にもどる流れのことである。
なお、良い状態を繰り返すことを「好循環（こうじゅんかん）」、悪い状態を繰り返すことを「悪循環（あくじゅんかん）」ということがある。循環という概念は次のように様々な分野で用いられている。",循環,循環
1414,1085,ユーロ（記号: €; コード: EUR）は 、欧州連合（EU）加盟27か国のうち20か国で公式に導入されている通貨である。,ユーロ,ユーロ
1415,1085,2023年1月1日にクロアチアが導入したことで、ユーロを法定通貨としているのは欧州連合加盟全27か国中20か国となっており、これらの国々はユーロ圏と呼ばれている。また欧州連合の経済通貨統合に参加していない6か国でもユーロを法定通貨として導入している。ユーロを法定通貨としている国のほかに、為替相場制度でユーロと連動させている国も多くある。そのような国には、欧州為替相場メカニズムに組み込まれている4つの欧州連合加盟国やCFAフランを使用している14か国がある。さらに36か国と、フランス領ポリネシア、ニューカレドニア、ウォリス・フツナの3つの地域でもユーロ、あるいはユーロと連動する通貨を使用している。,ユーロ,ユーロ
1416,1087,"両替（りょうがえ）は、異種の通貨間であるいは同一通貨で異なる単位の紙幣・硬貨を交換すること。法的には売買契約の性質と交換契約の性質を併せ持った一種の混合契約と理解されている。両替をビジネスとして行う者を両替商と呼ぶ。
日本円と米ドルの交換など他通貨（外貨）との交換は、特に「外貨両替（がいかりょうがえ）」と呼ばれる。",両替,両替
1417,1087,外貨を両替する機械としては外貨両替機（がいかりょうがえき）がある。自国通貨を外貨に両替する機械は「（外貨）自動販売機」と、逆に外貨を自国通貨に両替する機械は「（外貨）自動買取機」とそれぞれ呼ばれる。日本の場合、外貨自動販売機は国際空港の両替所、銀行の外国為替取扱支店などに設置されている。外貨自動買取機は設置数が少ないが、成田市内の一部ホテルや、在日米軍関係者の多い地域の銀行やショッピングセンター[1]、鉄道[2]、近年ではコンビニエンスストア[3]などでも見受けられる。,両替機,両替機
1418,1088,英国の戦時指導者であったウィンストン・チャーチルは1946年、「鉄のカーテン」演説でソビエト連邦陣営との冷戦への備えを呼び掛けた。一方でヨーロッパ合衆国構想を唱えたことは反響を呼び、1949年には初の汎ヨーロッパ機関である欧州評議会が設立された。,,欧州連合の歴史
1419,1088,シューマンの声明に基づいて、1951年にフランス、イタリア、ベルギー、オランダ、ルクセンブルクと西ドイツは欧州石炭鉄鋼共同体を設立するパリ条約に署名した。条約署名の翌年に発足した欧州石炭鉄鋼共同体はルール国際機関の機能を引き継ぎ、またドイツに対する工業生産の制限を緩和した。また欧州石炭鉄鋼共同体の発足で設置された最高機関と共同総会は、それぞれのちに欧州委員会、欧州議会となっていく。,,欧州連合の歴史
1420,1088,1965年に3つの共同体の間で運営機関を統合することで合意に至ったことで統合条約がベルギーの首都ブリュッセルで署名され、1967年7月1日に欧州諸共同体と呼ばれる体制が発足した[5]。,,欧州連合の歴史
1421,1088,1993年11月1日、第3次ドロール委員会のもとで欧州連合条約が発効し、欧州共同体に加えて外交、内務の3つの柱体制を持つ欧州連合が発足した[12][13]。,,欧州連合の歴史
1422,1089,"ヨーロッパの観光政策では観光事業と世界遺産などの歴史的建造物の保存と活用が特に着目されている[22]。
イタリア、フランス、イギリス、アメリカ等の欧米諸国では歴史的建造物の修復や再生、旧市街地の活性化など先進的な取り組みが実施されている[22]。
古城を改修したパラドール（2013年）
また、スペインでは観光事業に歴史的建造物の保存と活用を積極的に結びつける観光政策がとられてきた[22]。具体的には歴史的建造物のパラドールとしての活用である。スペインでは1960年代に観光ブームがおこり増大する観光客に対応するために新築のパラドールが次々と建設された[43]。しかし、新築のパラドールの増大は既存の歴史的建造物の中に矛盾する要素を取り込むこととなったとの問題が指摘され、1960年代に建設されたパラドールにはのちに廃止されたものも多い[43]。その後、パラドールを設置する場合にはできる限り古い建物を活用し、芸術的価値・歴史的価値を検討し、その建物が宿泊施設として利用可能かどうか専門家委員会が判断する仕組みが導入されている[43]。",観光,観光
1423,1089,世界観光都市とは、外国人の訪問者が多い都市であり、国際観光都市とも呼ぶ。外国人観光客数の多さは、国際都市や世界都市における重要な要素の一つである。これらの都市には世界から人を惹き付ける、文化・歴史・建造物・食・景観・娯楽施設等を有しており、都市の魅力を形作っている。伝統的にはロンドン・パリ・ニューヨーク・ローマ・マドリード・イスタンブール・京都・北京などを指す。,世界観光都市ランキング,世界観光都市ランキング
1424,1090,匈奴のような北方の遊民族が侵攻してくるのを迎撃するために、秦代の紀元前214年に始皇帝によって建設された。長城は始皇帝によって建設されたと一般には考えられているが、実際にはその後いくつかの王朝によって修築と移転が繰り返され、現存の「万里の長城」の大部分は明代に作られたものである。この現存する明代の長城線は秦代に比べて遥かに南へ後退している。,万里の長城,万里の長城
1425,1090,よく「農耕民族と遊牧民族の境界線」と言われるが、秦・漢代の長城は草原の中に建っているところが多い。これは両王朝が遊牧民族に対し優位に立ち、勢力圏を可能な限り北方へと広げようとしたためである。それに対し明代の長城は防衛を容易にするために中国本土に近いところに建設されており、とくに首都北京付近においてその傾向が強く、北京付近の長城は北京から100 kmも離れていない稜線上に設けられている。,万里の長城,万里の長城
1426,1090,万里の長城は南北両勢力の境界線として機能したが、北方の遊牧民族も南方の農耕民族もお互いの物産を必要としており、長城沿いには交易所がいくつも設けられ、盛んに取引が行われていた。交易はいつもうまくいっていたわけではなく、北方民族側の思うとおりにいかない場合もあった。その交易を有利にするための威嚇として、明の力が弱い時期に北方民族は長城を越えて侵入を繰り返していた。また、長城は観念上においても両勢力の境界線として機能し、たとえば中原の諸王朝が北方遊牧民族を指す場合、「塞外」（塞は城塞の意味で、この場合万里の長城を指す）という言葉が用いられることも多かった。,万里の長城,万里の長城
1427,1091,ピザあるいはピッツァ[注 1]（伊: pizza）は、小麦粉、水、塩、イーストをこねた後に発酵させて作った生地を薄く円形に伸ばし、その上にトマト、チーズとその他に様々な具（アンチョビ、マッシュルーム、タマネギ、オリーブ、その他野菜、肉類など）を載せ、オーブンや専用のかまどなどで焼いたイタリア発祥の料理である。,ピザ,ピザ
1428,1091,"作業台の上に材料（小麦粉、塩、イースト）の小山をつくり、その中心部に（火山の噴火口のような）『くぼみ』や穴をつくり、そこに規定量の水を入れて、混ぜて、ひとつの塊になるようにまとめたところ。
生地をこねる。そして生地を寝かせて、発酵。
",ピザ,ピザ
1429,1091,"イタリアは地方ごとに異なった食文化を持ち、ピザの製法、形状、食事としての位置付けも地方ごとに異なる。イタリアのピザとはどのようなものであるのかを限定して定義することはできないが、リストランテ格の店の料理ではないことはイタリア全土に共通である。
但し特定のピザにおいては、その名称及び伝統的材料と製造方法が欧州議会やイタリア議会によって制定された法による規則や規定、地域のピッツァ職人協会の規約などによって保護されており、それらの法や規約で定められた定義を満たすもののみがその特定の名称を名乗ることが出来る[6][7][8]。",ピザ,ピザ
1430,1092,現在有効な硬貨（記念硬貨を除く）は、第4版・第5版の1元・5角と、第5版の1角、及び第2版の5分・2分・1分である,中国,人民元
1431,1094,ショートケーキ（英語: shortcake）は、洋菓子のケーキの一種。ただし、その形態と定義は国によって大きく異なる。,ショートケーキ,ショートケーキ
1432,1094,日本では、スポンジケーキを土台にして、ホイップクリームをつなぎと外装に、そしてイチゴを味付けに使ったものを「ストロベリーショートケーキ」といい、一般にはこれを単に「ショートケーキ」ともいう。イチゴ以外の食材を使ったものは通常その食材の名を冠して、「バナナショートケーキ」「ピーチショートケーキ」などという。海外でも認知されており、こういったスポンジケーキを用いたショートケーキを「Japanese (style) Strawberry Shortcake」等と呼称している。 日本ではこの種のケーキが最もポピュラーで、ケーキ屋やカフェでは外せない一品になっている。,ショートケーキ,ショートケーキ
1433,1095,"犯罪被疑者が国境を越えて移動するのを防ぐため。国家の主権外に出た人間に対して警察権を行使できないため、犯人を逮捕できない（逮捕したい場合は国際刑事警察機構に依頼して国際指名手配を行い、現地警察から犯人確保の通知があったら送還を依頼する、または犯罪人引渡し条約を結んで引き渡してもらう以外ない）。このため、出入国管理が検問の役割を果たしている。
なお、人の国家間移動に際しては一定量の物品の携行が認められるが、これに関して税関検査、検疫などの手続きがある。その国で禁止されている物の輸出入を把握するため。主要な検査対象は、武器類、麻薬、絶滅のおそれのある野生動植物の種の国際取引に関する条約（ワシントン条約）で保護されている動物などである。",入国審査,出入国管理
1434,1095,現代では地球の裏側など、生態系の大きく違う世界間で、人や物資の移動が可能になったため、生態系を大いに擾乱する可能性のある植物・食料・生物（特に病原体）の移動を水際で阻止することは、出入国管理の重要な目的の一つである。特定の感染症が流行している地域との間では、渡航制限が敷かれたり、感染の疑いがある場合は、上陸不許可となったりすることがある。,入国審査,出入国管理
1435,1095,国家間で経済格差が大きい場合、大量の経済移民希望者が生じることがある。しかしその人数が余りにも多い場合、渡航先国民の失業や住宅不足などの問題を引き起こしてしまう。この観点から、移民希望者を一定数に制限している国家が多い。,入国審査,出入国管理
1436,1098,世界一周（せかいいっしゅう）とは、世界中を一回りすること。世界とはすなわち地球でもあることから、地球一周（ちきゅういっしゅう）と称されることもある。世界周航（せかいしゅうこう）とも。,世界一周,世界一周
1437,1098,現在世界一周で用いられる最も一般的な交通手段は航空機によるものである。商業航空開発により、何万もの人が空路での世界一周を達成することとなった。単一の航空会社による乗り継ぎ路線（世界一周路線）や、単一の航空会社または航空連合による乗り継ぎ航空券（世界一周航空券）の形で一般の旅行客にも提供され、今日では容易に実行可能である。,世界一周,世界一周
1438,1098,ワンワールドやスターアライアンスなどのアライアンスが、加盟航空会社の路線を組み合わせた世界一周航空券を、また、シンガポール航空も上記のルートをベースにした同様の航空券を販売しており、現在はこれがかつての世界一周路線に代わるものとなっている｡,,世界一周路線
1439,1099,貿易依存度（ぼうえきいぞんど）とは経済学用語の一つ。貿易開放度とも呼ぶ。一国において国内総生産（GDP）に対しての輸出輸入額の比率をいう[1]。これの割合は経済規模が小さい国家ほど大きくなっており、それには自国内のみの生産だけでは国家全体に対する需要を満たすことが不可能であることから、国家を運営するためには貿易に頼らざるを得なくなっているためである。,貿易依存,貿易依存
1440,1099,"現代において貿易依存度は世界各国で高まっており、日本の貿易依存度は、2000年代ならば10%台を推移している状態である。
世界の貿易依存度は1960年代の24%から2000年代後半には60%を超え、世界金融危機の影響で大きく減少したのちに再び上昇している[2]。",貿易依存,貿易依存度
1441,1100,バブル景気時には積極的な融資拡大路線を行っていたが、それが仇となってバブル崩壊後の不況で巨額の不良債権を抱えてしまい、最終的に1998年に経営破綻・一時国有化され、山一證券や北海道拓殖銀行と並んで平成不況を象徴する大型倒産事例となった。,,日本長期信用銀行
1442,1100,1991年以降2003年度までで181行の銀行が倒産し、1992-2002年度まで預金保険機構が救済金融機関に援助した資金の総額は25兆円となった[28]。,,バブル崩壊
1443,1106,"視聴率の測定は基本的に、モニター世帯に設置されるテレビに接続した専用の機器から得られるデータを基にしている。地域や調査内容によっては、日記式のアンケートによる調査を行っているものもある。
視聴率には、世帯視聴率と個人視聴率がある。かつてテレビは高価な上ブラウン管の影響で大きかったため、一般的な家庭では通常1台のテレビしか所有していなかった。このため、その1台のテレビがどのチャンネルを受信しているかを調べるだけで十分だと考えられ、当時の「視聴率」は「世帯視聴率」を指していた。",視聴率,視聴率
1444,1107,映画、コンサート、演劇、スポーツなど各種イベントの興行チケットや入場券などを販売する窓口とその事業である。主催者から正式に依託を受けて事業を行う者を指し、主催者から正式に依託を受けていない金券ショップ、転売屋やダフ屋などはプレイガイドと呼ばない。,,プレイガイド
1445,1110,"アルコールは攻撃的な感情が起こることを促す[34]。
児童や高齢者への虐待、家庭内暴力（DV）、駅や街中での暴力、傷害、犯罪など飲酒に関連した暴力は様々な場面で起こっており、社会的に重大な問題の一つとなっている。",酒,酒
1446,1110,飲酒により暴力が増加する背景には、飲酒・酩酊により攻撃性が増すなどのアルコールによる直接的な影響と、習慣的な飲酒によるアルコール乱用やアルコール依存症などの疾病からくる間接的な影響とがある。,酒,酒
1447,1112,"バー（英：bar）とは、酒の味を楽しむことを目的とした、「「最低限の接客」」をしているだけの酒場、飲酒店のことである。
",,バー (酒場)
1448,1112,日本で正しく「バー」の看板を掲げる場合は、カウンターでバーテンダーなどによるカクテルや水割りなど幅広い酒類を提供する店舗であること。最低限しか接客がなく純粋に酒の愉しみを提供する目的の酒場であることから深夜営業が認められている。,,バー (酒場)
1449,1117,電車（でんしゃ、英: train）は、鉄道車両のうち、電気を動力として自走する事が可能な客車や貨車の総称である。,電車,電車
1450,1117,線路上空に設けられた架線、または線路脇に設けられた第三軌条に接した集電装置（架線の場合は大半がパンタグラフで、ごくまれにトロリーポールまたはビューゲル、第三軌条方式の場合は集電靴）から、また、蓄電池式のものは蓄電池から電流を車両内の回路へと取り入れる。取り入れられた電流はまず断流器を通り、主制御器へと流れる。,電車,電車
1451,1117,電流は続いて主制御器で電圧を制御した上で駆動系へと流れ、動力台車に装荷されている主電動機を駆動する。主電動機は、回転運動を歯車により車軸へ伝達し、車軸が回転する。地下鉄などの車上一次式リニアモーターを用いた電車は、動力台車内の電磁石と線路上の固定電磁石（リアクションプレート）の間に生じる力によって走行する。,電車,電車
1452,1119,近年の日本の自動車教習所では、楽観的な予測にもとづいて運転することを「だろう運転」と呼び、そうした運転を行わないように指導している。不都合なことも起きるかも知れないと予測しつつ、余裕を持ちすぐに対処できる心の準備をした運転をすることを「かもしれない運転」と呼び、「かもしれない運転」を奨励している。,運転,運転
1453,1120,"搭乗前
睡眠をしっかりとる[2]。
空腹を抱えたり、食べ過ぎ、飲み過ぎた状態での搭乗は避ける[2]。
乗り物酔い防止薬を服用する。
パイロットの訓練として、空酔い対策の体操が一時期行われていた。
搭乗中
バスの場合、車両前方は後方より揺れが少ないため酔いにくい[2]。
換気を良くする[2]。
友達と話す、合唱などで気分をそらす[2]。
本やスマートフォンなどを長時間読まない",船酔い,乗り物酔い
1454,1121,"他人の迷惑になるようなことは控える[2]
協同生活における自分の責任を果たす[2]
自然を汚さない[2]
大自然の中で生活をすることで、人類の生活を本当に支えている巨大な仕組みに徐々に気付くにつれ、やがて人間は謙虚な思いを抱くようになるものであるが、こうした謙虚な思いをキャンプのマナーの基本に据えるべきだと徳久は指摘した[2]。",キャンプ,キャンプ
1455,1123,たばこのポイ捨てを行う者らの大多数は喫煙所が付近にあってもすること、対策の中で罰金が最も効果のあることが実証されているため[1]、シンガポール[注 1]やタイ王国では罰金刑を課している。日本においても道徳的、各種法令に抵触する違法行為（廃棄物の処理及び清掃に関する法律、軽犯罪法、道路交通法など）であるが[3]、ポイ捨てそのものを取り締まることを主目的とした法律がないため、ポイ捨てを行う者らに厳しい刑事罰・前科を与える立法が求められている[2]。また、ごみなどの路上投棄が多い地域生活では、ポイ捨てを禁止する条例を定めた自治体がある[1]。,,ポイ捨て
1456,1123,たばこ問題に関連し、歩きたばこ禁止条例とともにポイ捨て禁止条例が制定される自治体もあり、ポイ捨て行為に罰則を課している。,ポイ捨て,ポイ捨て
1457,1124,チラシ（散らし、英: flyer）は、大衆伝達（主に広告）の媒体として用いられる、一枚刷りの印刷物のこと。かつては引き札という名称が使われていた。,チラシ,チラシ
1458,1124,主に、次の3通りの方法で、印刷された情報を伝達する。一般に、大量に印刷し配布（まき散らす）されないと、その効果は薄い。,チラシ,チラシ
1459,1125,猫は非常に柔軟性が高く、関節や筋肉、靭帯も柔らかいため、自分の身体より狭い場所を通ったり、小さな容器に合わせて入ったりすることが可能である。,,猫は液体
1460,1125,2017年、フランスパリ・ディドロ大学のマーク・アントワン・ファルダン（Marc-Antoine Fardin）が「猫は固体かつ液体の両方になれるのか？（Can a Cat Be Both a Solid and a Liquid?）」という研究によりイグノーベル賞の物理学賞を受賞した[2][3][4]。ファルダンは2014年7月に流動学協会の会報に「猫の流動学について（On the Rheology of Cats）」と題した論文を発表した[5]。ファルダンは2014年7月に流動学協会の会報に「猫の流動学について（On the Rheology of Cats）」と題した論文を発表した[5]。彼はこの論文の中で「固体とは、一定の体積と形を保つもの。液体とは、体積は一定であるものの形は容器に合わせて変化するもの。気体とは、そこにある体積を満すべく広がるもの」という定義に基づくならば「猫は液体である」と論じた[5]。,猫は液体,猫は液体
1461,1126,"共依存者については、何が最善の結果なのか、自らが本来の援助の目的と異なった依存関係を必要としていないか、依存関係が自らの生きる目的となっていないかを再確認する必要がある[10]。
共依存の原因となるパートナー（被共依存者）への対応としては、一定の距離を置きながら援助される[5]。被共依存者は、援助が少ないことに見捨てられた気持ちを抱く可能性もあるが、「自分の人生は自分で切り開いていくしかない」と気づかせることが、結果として被共依存者の回復につながる（底付き、直面化）[10][5]。",,共依存
