,ID,Reference
10,faq_012,"ご利用にあたって
Amebaは、インターネット上に広く公開されたサービスです。お客様が楽しむ場であると同時に、他のお客様が楽しむ場でもあります。ご利用者の皆様がたくさんの方とAmebaのサービスを共有しているという意識をお持ちいただくことで、より楽しい場所となりトラブルの原因を減らすことになると思います。皆様のご協力をよろしくお願いいたします。
ユーザー間トラブルについて
Amebaのご利用は、ご自身の判断・責任において行ってください。ご利用者間のトラブルにおいては客観的に判断することが難しいので、関与しておりません。当事者間での話し合いやご自身の力で解決してください。
サイト監視について
安全、安心なサイトを目指して、２４時間のサイト監視を行っております。利用規約・ガイドラインに反する内容が確認できた場合には、該当箇所の削除、IDの利用停止・削除などの対応をする場合がございます。
規約違反の報告・通報について
利用規約違反の可能性が確認できた場合には、下記の窓口よりご連絡ください。また、携帯サイトからの通報フォームをご用意しております。運営局にて確認の上、利用規約・ガイドラインに基づいた対応を行いますのでご安心ください。
※個別の対応基準や対応方法、対応結果についてはお答えしておりません。"
11,faq_013,"ゲームで手に入れたアイテムやカード等を、他の会員と、実際のお金やお金に代わるもので取引することは禁止しています。
Amebaでは、「Ameba利用規約」においてAmebaで利用できるゲームで手に入れたアイテムやカード等を現実のお金（通貨）やそれに代わる金銭的価値のあるものと売買取引をすることを禁止しています。
お金は、日本円だけではなく外国の通貨での売買も含まれます。また、他の会員に対して、そのようなことを宣伝・告知・勧誘することも禁止しています。そのような行為が発見された場合、本サービスの全部又は一部の利用停止、退会処分、その他弊社が適切と判断する措置をとることができるものとします。"
12,faq_014,"株式会社サイバーエージェント（以下、「当社」という。）は、「Ameba Amebaブログ」（以下、「本サイト」という。）の運営にあたり、青少年の保護及びすべての方に安心、安全にご利用いただける環境を目指し、健全な運営のための運用方針を定めております。
１．基本方針に関して
当社は、本サイトの健全維持のため、青少年利用を前提として当社が適切と考える利用規約を制定し、会員登録時には利用規約に予め同意を頂いております。また、青少年利用者が本サイトを利用することに配慮した投稿対応基準及び広告掲載基準を当社内部で定めております。
２．監視体制に関して
当社は、本サイトの健全性維持のため、サイトパトロール活動において、当社が適切と
考える手法・投稿対応基準・人員規模・組織体制・緊急対応手順・教育研修制度・ノウ
ハウ共有制度を設定して、サイトパトロールを常時実施しております。
３．お客様対応に関して
当社は、本サイトの健全性維持のため、問合せ対応窓口（外部からの問合せ対応を含む）及び本サイト内での通報制度を設置、当社が適切と考える手順等を定めて対応しております。また、利用規約違反行為等を行う利用者に対し、退会処分を含むペナルティ制度等を設けております。
４．啓発・教育に関して
当社は、本サイトにおいて利用者向けに禁止事項を明示するとともに、FAQを整備、適
切な場所において公開しております。また、利用者向け啓発・教育コンテンツの設置に
より、利用者の皆様に健全なサービス利用を広める取組みを行っております。
Amebaの利用規約に反すると思われる投稿がある場合は、以下よりご連絡ください。
■利用規約違反の報告
https://cs.ameba.jp/inq/inquiry/vio
その他お困りのことや利用方法のご質問などは、お問い合わせフォームよりご連絡ください。
■お問い合わせ
https://helps.ameba.jp/inquiry.html"
13,faq_015,"発行者の名称
株式会社サイバーエージェント
苦情または相談窓口
所在地：〒150-0042 東京都渋谷区宇田川町40番1号
連絡先：お問い合わせフォームが窓口となります。
「コイン」「Amebaアプリコイン」「引換券」共通窓口です。
-----------------------------------------------------
前払式支払手段の名称
コイン
支払可能金額等
会員による1ヶ月の購入限度額は、次のとおりです。 
・16歳未満の会員：5,500円（税込）まで
・16歳以上20歳未満の会員：11,000円（税込）まで
・20歳以上の会員：上限なし
なお、所持できるコインの上限限度額はありません。
有効期限
有効期限は、最終利用日より１年間とし、有効期限が過ぎたコインは自動的に消滅するものとします。
使用できる施設または場所の範囲
コインは、Ameba、Facebook、Twitter、google、Yahoo! JAPANからID連携したアカウントで利用できるAmebaサービス、または、Amebaに付随関連するサービスや加盟店においてご利用いただけます。詳細についてはログイン後ホームのコイン管理画面（コイン履歴）よりご確認いただけます。
利用上の注意
コインの払い戻しは行っておりません。ご利用につきましては、「コインガイドライン」をご確認ください。
未使用残高の確認方法
ログイン後、ホームのコイン管理画面（コイン履歴）よりご確認いただけます。
利用規約
「コインガイドライン」をご参照ください。
-----------------------------------------------------------
前払式支払手段の名称
Amebaアプリコイン
支払可能金額等
所持できるコインの上限限度額は、1,000万コインです。
有効期限
有効期限はありません。
使用できる施設または場所の範囲
Amebaアプリコインは、Ameba、Facebook、Twitter、google、Yahoo! JAPANからID連携したアカウントでログインしているAmebaアプリ内でご利用いただけます。
利用上の注意
Amebaアプリコインの払い戻しは行っておりません。ご利用につきましては、「Amebaアプリコインガイドライン」をご確認ください。
未使用残高の確認方法
Amebaアプリでログイン後、
メニュー > Amebaアプリコイン 
からご確認いただけます。
利用規約
「Amebaアプリコインガイドライン」をご参照ください。
-----------------------------------------------------------
前払式支払手段の名称
引換券
支払可能金額等
上限等はありません。
有効期限
有効期限はありません。
使用できる施設または場所の範囲
引換券は、アメーバピグのピグ通販、またはショップ等においてご利用いただけます。
詳細についてはアメーバピグにログイン後、ピグ通販、またはショップ等でご確認いただけます。
利用上の注意
引換券の払い戻しは行っておりません。
未使用残高の確認方法
アメーバピグにログインし、ピグ通販、またはショップ等でご確認いただけます。
スマートフォン版アメーバピグにおきましては、
メニュー > 設定 > 前払式支払手段残高
からもご確認いただけます。
利用規約
「ヘルプ」の「ピグ」をご参照ください。
-----------------------------------------------------------
利用者資産の保全について
当社は、前払式支払手段の保有者の利益の保護を図るため、資金決済に関する法律の定めに基づき、株式会社みずほ銀行との間で発行保証金保全契約を締結することにより、当社が発行する前払式支払手段の未使用残高の二分の一以上の額を発行保証金として保全しております。この発行保証金について、前払式支払手段の保有者は他の債権者に先立ち弁済を受ける権利を有します。
補償方針
当社が発行する前払式支払手段に関して、第三者による不正取引に伴う損失が生じた場合、当社に帰責事由がある場合を除き、当社はその責任を負いません。
ただし、特別な事情があると当社が認める場合には、当社は例外的に補償を行うことができ、その場合の条件や方法は、当社がその単独の裁量にて決定します。"
14,faq_016,"販売業者
株式会社サイバーエージェント
販売責任者
藤田 晋
本社
所在地 東京都渋谷区宇田川町40番1号
問い合わせ先
お問い合せフォームからお問い合わせください。 
営業時間：平日10：00-18：00(土日祝日を除く)
電話番号：03-5459-0202
商品販売価格
商品ごとに別途記載しております。消費税は内税として表示しております。
商品販売価格以外の必要料金
インターネット接続には別途、ご契約の通信事業者への通信料が発生します。携帯電話からのご利用には、携帯通信料又はパケット通信料が発生します。
商品受け渡し時期
購入手続き完了後、即時にお引渡しいたします。
商品代金の支払い時期および方法
購入手続き完了後、即時にお引渡しいたします。
クレジットカード：各カード会社引き落とし日となります。
携帯電話会社の料金回収：携帯電話料金と一緒に請求されます。支払時期は携帯電話会社の規定によります。
上記以外：事前のご購入時となります。
商品の返品・交換
商品の特性上、返品または交換は一切お受け出来ません。
推奨環境・対応端末について
当ｻｲﾄの対応端末はこちらをご確認ください。
未成年者の購入について
お客様が未成年者の場合は、保護者の方の同意を得てからご購入ください。
その他
「コイン」は、必ず、利用規約(コインガイドライン)の内容を確認し、同意をされた上でご購入ください。
「Amebaアプリコイン」は必ず、Amebaアプリコインガイドラインの内容を確認し、同意をされた上でご購入ください
「マンガコイン」は、必ず、マンガコインガイドラインの内容を確認し、同意をされた上でご購入ください。"
15,faq_018,"▶障害が発生している場合には、スタッフブログでご案内しておりますのでご確認ください。

その他エラー表示に応じた対応方法は以下の通りです。記事の編集を行っていただき、再投稿を行ってください。
記事内容に禁止タグが入力されています。
利用できないhtmlタグが入力されていています。
Amebaブログでの投稿禁止タグをご確認いただき、該当タグがないかを確認し、削除を行ってください。
※html編集画面よりご確認ください。（html編集方法について）
※記事入力の際、コピー&ペーストをした場合、意図しないタグが含まれてしまっている可能性があります。
アップロードできる画像サイズを超えています。
アップロード可能な画像容量は3MBまでです。（プレミアムは10MB)
画像容量を小さくして投稿をお試しください。
パラメーターが無効です。
予期しないエラーが発生している状態です。
お手数ですが、記事本文をコピーしていただき、新規記事として投稿をお試しください。
データがありません。
公開、下書きにした元記事が削除されています。
アプリ保存記事から本文をコピーし、新規記事として投稿をお試しください。
タイトルに禁止タグが入力されています。
ブログタイトルから、禁止htmlタグを削除してください。
月間の記事投稿上限を超えました。
1か月の記事の上限数は、3000件です。
投稿上限数に達していないかをご確認ください。
記事内容は、半角1から60000文字以内で入力してください。
入力できる文字数は、文章・HTMLタグなどを含め半角英数字60000文字以内です。
※日本語入力で30000文字が目安です。
入力エリアを「HTML表示」に切り替えて文字数超過をご確認ください。
別のアプリケーション（ワードやメモ帳）で作成した文章や、ウェブサイト等からコピーしたものを貼り付けると、 不正なタグが混入し文字数を超える場合があります。
投稿欄に直接ご記入いただくか、プレーンテキストで貼り付け等の操作をお試しください。
Ameba Pickの記事投稿に失敗します。
記事内で複数Pickをすると投稿時の処理に失敗してしまうことがあります。時間をおいて再度お試しいただくか、Pickする数を減らしての投稿をお試しください。
投稿に失敗しました(Ameba Pick利用時)
以下の規定に抵触するため、アメンバー限定記事へ貼り付けできません。楽天の商品を削除いただくか、一般記事としての公開をお願いいたします。
・楽天アフィリエイトガイドライン「アフィリエイトリンク等の掲載が禁止されるサイト等」より
https://affiliate.rakuten.co.jp/guides/help/
閲覧制限などにより、特定の者にしか閲覧できないサイト、ツール、リスト（※）
アフィリエイトタグが入力されています。
Ameba Pick以外のアフィリエイトリンクが利用されています。
リンクを削除するかAmeba Pickリンクに差し替えて投稿を行ってください。
※Ameba Pickのリリースにより、他社アフィリエイトリンクの利用ができなくなりました。
※Ameba Pickのご利用には、登録が必要です。
アフィリエイトタグの作成に失敗しました。
サイトから削除されたり、在庫がなくなったアイテムがPickされています。
リンクを削除するかAmeba Pickリンクに差し替えて投稿を行ってください。
my Pickに登録しているアイテムに問題がああります。my Pickの設定アイテムをご確認ください。
・楽天アフィリエイトIDの連携が解除されている
・提携案件が否認されている
動画内に著作権に違反する内容が含まれています。
著作権違反の可能性のある動画が含まれています。
別の動画にて投稿をお試しください。詳しくはヘルプページをご確認ください。
このこえブログの記事は既に投稿済みです。記事の編集・削除からご確認ください。
すでに投稿されています。
ご自身のブログページで投稿完了を確認するか、ブログ管理ページの記事の編集・削除からご確認ください。
その他エラー
記事が投稿できないの操作を試し、投稿をお試しください。
画像、動画を張り付けている場合
iCloudやSDカードに保存した画像からアップロードしている場合、投稿処理に時間を要し投稿できない場合があります。
端末本体に保存した上で、お試しください。
画像を添付せず下書き保存が行える場合、画像や動画サイズを小さくして投稿をお試しください。
その他、エラーが表示された場合は、お問い合わせください。"
16,faq_019,"ご利用のOSバージョンは以下の手順でご確認ください。
なお、Amebaアプリは最新のOSバージョンでの利用を推奨しております。
iOS
設定＞一般＞情報＞バージョン
※「設定＞一般＞ソフトウェアアップデート」に更新がある場合は更新してください。
Android
設定＞端末情報＞Androidバージョン
※「設定＞端末情報＞ソフトウェア更新」に更新がある場合は更新してください。"
17,faq_020,"快適にご利用いただくため、最新版Amebaアプリのご利用を推奨しております。
ご利用のOSに応じて、以下よりアップデートをお試しください。
iOSアプリをご利用場合
Androidアプリをご利用の場合
以下のバナーからも最新版にアップデートできます。"
18,faq_021,"スマートフォン版・タブレット版のAmebaは、以下環境でのご利用を推奨しております。
なお、OS別のバージョン確認方法についてもご案内しておりますので、あわせてご確認ください。
■iOSをご利用のお客様
（Apple サポート）iPhone、iPad、iPod のソフトウェアのバージョンを確認する
■Androidをご利用のお客様
（Google Androidヘルプ）Android のバージョンを確認して更新する
スマートフォン・タブレット（ブラウザ）
iOS
・OS 最新から2つのメジャーバージョン 
・Browser Mobile Safari
Android
・OS Android 8.0以降 
・Browser Chrome
※推奨端末はございません 。
※ブラウザは最新版をご利用ください。
スマートフォン（アプリ）
iOS
iOSアプリ版Amebaの推奨環境につきましては、App Store上のアプリ詳細ページにてご確認ください。
Android
推奨環境、動作保証環境
・Android 8.0以降
※最新版がダウンロード可能なOSのバージョンを記載しています。
※推奨環境より古いOSバージョンでは、一部提供していない機能がございます。
※タブレットでのAmebaアプリのご利用は推奨環境外です。
注意事項
※ウォークマン端末につきましては正常な動作を保障できません。 
※ガラホ、らくらくスマートフォンは推奨環境外となります。 
※ゲーム・アプリの推奨環境についてはアプリごとに異なりますので、各アプリ内にてご確認ください。
推奨外のOS / 端末 / ブラウザでのご利用は、正常に動作をおこなわない場合があります。
そのため、サポート対象外とさせていただいております。ご了承ください。"
19,faq_022,"Amebaアプリに一時的な問題が発生している場合、Amebaアプリのキャッシュ情報を削除いただくことで解決する場合があります。
Amebaアプリのキャッシュ・Cookie・データ削除方法については、
ご利用の端末 / OSによって操作が異なります。
iOS / Android別に操作方法を記載しておりますので、
お持ちの端末に内蔵されているOSにあった操作をお試しください。
・iOS版Amebaアプリのキャッシュ・Cookie・データ削除方法
・Android版Amebaアプリのキャッシュ・Cookie・データ削除方法
iOS
1.【Amebaアプリ】を起動する
2.左上の【メニュー（≡）】をタップ
3.【設定・ヘルプ】をタップする
4.【キャッシュとCookieの削除】をタップする
5.【OK】をタップすると完了です
※注意事項※
以下の操作により、アプリからログアウトをした状態になります。 
アカウント情報（ID・パスワード）をあらかじめ控えておいてください。 
また、アプリ内に一時保存されている記事も消去されるため、 
事前にご利用の端末内のメモ等に保存してください。
Android
1.端末に内蔵の【設定】＞【アプリと通知】の順にタップする
2.【アプリ情報】をタップする
3.すべてのアプリより【Ameba】をタップする
4.【ストレージ】をタップする
5.【キャッシュを削除】をタップする
※注意事項※
以下の操作により、アプリからログアウトをした状態になります。 
アカウント情報（ID・パスワード）をあらかじめ控えておいてください。 
また、アプリ内に一時保存されている記事も消去されるため、 
事前にご利用の端末内のメモ等に保存してください。"
